measure_date,weight,box_weight,ball_number,angel,campaign,taste,net_weight,mean_weight
2018-08-03,34.287,4.852,16,0,3,0,29.435,1.8396875
2018-08-04,29.448,4.864,17,0,3,8,24.584,1.4461176470588235
2018-08-04,29.319000000000003,4.888,17,0,3,8,24.431000000000004,1.4371176470588238
2018-08-04,28.66,4.921,16,0,3,8,23.739,1.4836875
2018-08-05,34.272,4.802,17,0,3,0,29.47,1.7335294117647058
2018-08-05,34.194,4.81,16,0,3,0,29.384000000000004,1.8365000000000002
2018-08-08,34.281,4.833,17,0,3,0,29.448,1.732235294117647
2018-08-08,34.116,4.835,17,0,3,0,29.281,1.7224117647058823
2018-08-09,34.062,4.8,18,0,3,0,29.261999999999997,1.6256666666666666
2018-08-09,34.098,4.803999999999999,17,0,3,0,29.294,1.7231764705882353
2018-08-27,34.434,4.842,16,0,3,0,29.592,1.8495
2018-08-27,34.496,4.848,18,0,3,0,29.648000000000003,1.6471111111111112
2018-08-29,34.582,4.944,16,0,3,0,29.638,1.852375
2018-08-29,34.592,4.8260000000000005,17,0,3,0,29.766,1.7509411764705882
2018-09-02,33.458,4.922,17,1,3,7,28.535999999999998,1.6785882352941175
2018-09-05,27.601,4.876,15,0,3,9,22.724999999999998,1.515
2018-09-05,29.729,4.888,17,0,3,9,24.841,1.4612352941176472
2018-09-13,34.839,4.917,15,0,3,0,29.921999999999997,1.9948
2018-09-13,34.686,4.947,17,0,3,0,29.739,1.7493529411764706
2018-09-22,34.101,4.91,15,0,3,0,29.191,1.9460666666666666
2018-09-22,34.346,4.898,18,0,3,0,29.447999999999997,1.636
2018-09-23,34.366,4.926,17,0,3,0,29.439999999999998,1.7317647058823529
2018-09-23,36.041,4.947,18,0,3,0,31.093999999999998,1.7274444444444443
2018-10-18,34.686,4.877,18,0,3,0,29.809,1.6560555555555556
2018-10-18,34.222,4.913,16,0,3,0,29.309,1.8318125
2018-10-22,33.836,4.894,17,0,3,0,28.942,1.7024705882352942
2018-10-22,35.467,4.909,19,0,3,0,30.558,1.6083157894736841
2018-10-24,28.225,4.869,16,0,3,9,23.356,1.45975
2018-10-24,27.916999999999998,4.945,16,0,3,9,22.971999999999998,1.4357499999999999
2018-10-24,33.757,4.874,16,0,3,0,28.883,1.8051875
2018-10-25,34.229,4.86,16,0,3,0,29.369,1.8355625
2018-10-25,34.463,4.919,17,0,3,0,29.544,1.7378823529411764
2018-10-25,34.12,4.887,16,0,3,0,29.232999999999997,1.8270624999999998
2018-10-31,34.334,4.874,15,0,3,0,29.460000000000004,1.9640000000000002
2018-10-31,34.129,4.768,16,1,3,0,29.360999999999997,1.8350624999999998
2018-10-31,34.942,4.883,17,0,3,0,30.059,1.7681764705882355
2018-10-31,34.495,4.888999999999999,17,0,3,0,29.605999999999998,1.7415294117647058
2018-11-06,27.87,4.886,15,0,0,11,22.984,1.5322666666666669
2018-11-06,27.0,4.876,14,0,0,11,22.124,1.5802857142857143
2018-11-06,27.944000000000003,4.862,15,0,0,11,23.082,1.5388
2018-11-06,26.834,4.856,14,0,0,11,21.978,1.569857142857143
2018-11-07,33.958,4.869,17,0,3,0,29.089,1.7111176470588234
2018-11-07,33.928000000000004,4.904,16,0,3,0,29.024000000000004,1.8140000000000003
2018-11-07,33.96,4.904,16,0,3,0,29.056,1.816
2018-11-07,33.905,4.877,17,0,3,0,29.028000000000002,1.707529411764706
2018-11-08,27.426,4.894,14,0,0,11,22.531999999999996,1.6094285714285712
2018-11-08,27.166999999999998,4.88,14,0,0,11,22.287,1.5919285714285714
2018-11-08,26.93,4.887,14,0,0,11,22.043,1.5745
2018-11-09,34.052,4.876,18,0,3,0,29.176,1.6208888888888888
2018-11-09,33.843,4.85,16,0,3,0,28.993000000000002,1.8120625000000001
2018-11-09,33.954,4.877,16,0,3,0,29.077,1.8173125
2018-11-13,26.824,4.84,14,0,0,11,21.984,1.5702857142857145
2018-11-13,26.95,4.832,14,0,0,11,22.118,1.5798571428571428
2018-11-14,33.876,4.888999999999999,16,0,3,0,28.987,1.8116875
2018-11-14,33.958,4.853,17,0,3,0,29.104999999999997,1.7120588235294116
2018-11-14,35.334,4.896,17,0,3,0,30.438000000000002,1.7904705882352943
2018-11-17,26.778000000000002,4.841,14,0,0,11,21.937,1.5669285714285714
2018-11-17,27.0,4.817,14,0,0,11,22.183,1.5845
2018-11-17,26.823,4.819,14,0,0,11,22.004,1.5717142857142858
2018-11-18,33.97,4.888999999999999,16,0,3,0,29.081,1.8175625
2018-11-18,34.108000000000004,4.854,17,0,3,0,29.254000000000005,1.720823529411765
2018-11-18,34.171,4.825,16,0,0,0,29.346,1.834125
2018-11-18,34.499,4.825,17,0,0,0,29.674000000000003,1.745529411764706
2018-11-18,35.591,4.856,17,0,0,0,30.735,1.8079411764705882
2018-11-22,34.51,4.895,15,0,3,0,29.615,1.9743333333333333
2018-11-22,34.059,4.877,16,0,3,0,29.182,1.823875
2018-11-22,33.647,4.897,15,0,3,0,28.75,1.9166666666666667
2018-11-25,27.083000000000002,4.878,14,0,0,12,22.205000000000002,1.5860714285714288
2018-11-25,28.682,4.893,16,0,0,12,23.788999999999998,1.4868124999999999
2018-11-25,27.189,4.905,14,0,0,12,22.284,1.5917142857142856
2018-11-25,30.96,4.9239999999999995,15,0,0,1,26.036,1.7357333333333334
2018-11-26,34.224000000000004,4.898,16,0,0,0,29.326000000000004,1.8328750000000003
2018-11-26,34.357,4.876,15,0,0,0,29.480999999999998,1.9653999999999998
2018-11-26,35.54,4.781000000000001,17,0,0,0,30.759,1.8093529411764706
2018-11-26,34.183,4.882,17,0,0,0,29.301000000000002,1.7235882352941179
2018-11-28,26.936,4.864,14,0,0,11,22.072,1.5765714285714285
2018-11-28,27.899,4.8469999999999995,15,0,0,11,23.052,1.5368
2018-12-05,33.998000000000005,4.84,18,0,3,0,29.158000000000005,1.6198888888888892
2018-12-05,34.18,4.913,17,0,3,0,29.267,1.7215882352941176
2018-12-05,34.001,4.904,17,0,3,0,29.096999999999998,1.7115882352941174
2018-12-05,34.071,4.865,16,0,3,0,29.205999999999996,1.8253749999999997
2018-12-05,34.139,4.871,17,1,0,0,29.268,1.7216470588235295
2018-12-05,34.04,4.857,16,0,0,0,29.183,1.8239375
2018-12-06,34.321,4.864,17,0,0,0,29.456999999999997,1.7327647058823528
2018-12-06,34.091,4.803999999999999,16,0,0,0,29.287000000000003,1.8304375000000002
2018-12-06,36.285,4.8180000000000005,17,0,0,0,31.466999999999995,1.8509999999999998
2018-12-06,34.926,4.772,17,1,0,0,30.154000000000003,1.7737647058823531
2018-12-09,27.741999999999997,4.919,15,0,0,12,22.822999999999997,1.5215333333333332
2018-12-09,27.214000000000002,4.915,14,0,0,12,22.299000000000003,1.5927857142857145
2018-12-09,27.467,4.868,15,0,0,12,22.598999999999997,1.5065999999999997
2018-12-09,26.976999999999997,4.87,14,0,0,12,22.106999999999996,1.5790714285714282
2018-12-09,28.116,4.883,15,1,0,12,23.233,1.5488666666666666
2018-12-10,34.298,4.863,18,0,0,0,29.435000000000002,1.6352777777777778
2018-12-11,26.999000000000002,4.8919999999999995,14,0,0,12,22.107000000000003,1.5790714285714287
2018-12-11,27.72,4.906000000000001,15,0,0,12,22.814,1.5209333333333332
2018-12-11,27.053,4.936,14,0,0,12,22.117,1.5797857142857143
2018-12-12,33.939,4.898,16,0,3,0,29.041,1.8150625
2018-12-12,34.129,4.914,16,0,3,0,29.214999999999996,1.8259374999999998
2018-12-13,34.052,4.828,19,0,3,0,29.224,1.5381052631578946
2018-12-13,34.239000000000004,4.862,17,0,0,0,29.377000000000002,1.7280588235294119
2018-12-13,34.51,4.843999999999999,16,0,0,0,29.665999999999997,1.8541249999999998
2018-12-16,27.414,4.883,15,0,0,12,22.531000000000002,1.5020666666666669
2018-12-16,27.81,4.938,15,0,0,12,22.872,1.5248
2018-12-16,32.078,4.873,16,0,3,1,27.205000000000002,1.7003125000000001
2018-12-16,32.371,4.88,16,0,3,1,27.491000000000003,1.7181875000000002
2018-12-17,26.935,4.874,14,0,0,11,22.061,1.5757857142857143
2018-12-17,28.612,4.793,16,0,0,11,23.819,1.4886875
2018-12-19,28.22,4.961,15,0,0,12,23.259,1.5506
2018-12-19,27.638,4.946000000000001,15,0,0,12,22.692,1.5128
2018-12-19,27.054000000000002,4.941,14,0,0,12,22.113000000000003,1.5795000000000001
2018-12-19,27.284000000000002,4.92,15,0,0,12,22.364000000000004,1.4909333333333337
2018-12-20,34.889,4.855,17,0,3,0,30.034000000000002,1.7667058823529413
2018-12-20,33.997,4.8260000000000005,17,1,3,0,29.171,1.7159411764705883
2018-12-22,30.925,4.885,15,0,3,1,26.04,1.736
2018-12-22,31.836,4.885,16,0,3,1,26.951,1.6844375
2018-12-22,30.905,4.859,15,0,3,1,26.046,1.7364
2018-12-22,31.069000000000003,4.897,15,0,3,1,26.172000000000004,1.7448000000000004
2018-12-23,35.194,4.872,16,0,3,0,30.322000000000003,1.8951250000000002
2018-12-23,33.85,4.874,17,0,3,0,28.976000000000003,1.7044705882352942
2018-12-23,35.584,4.865,19,0,3,0,30.719,1.6167894736842106
2018-12-23,33.905,4.868,17,0,3,0,29.037,1.7080588235294116
2018-12-24,31.103,4.88,15,0,3,1,26.223000000000003,1.7482000000000002
2018-12-24,32.246,4.862,16,0,3,1,27.384,1.7115
2018-12-24,32.400999999999996,4.83,16,1,3,1,27.570999999999998,1.7231874999999999
2018-12-24,32.214,4.871,16,0,3,1,27.342999999999996,1.7089374999999998
2018-12-25,34.085,4.836,17,0,3,0,29.249000000000002,1.720529411764706
2018-12-25,33.916,4.835,18,0,3,0,29.080999999999996,1.6156111111111109
2018-12-25,34.047,4.853,17,0,3,0,29.193999999999996,1.7172941176470586
2018-12-25,34.073,4.843,18,0,3,0,29.23,1.623888888888889
2018-12-27,34.249,4.85,17,0,3,0,29.399,1.7293529411764705
2018-12-27,33.963,4.856,16,0,3,0,29.107,1.8191875
2018-12-27,34.372,4.817,18,0,3,0,29.555,1.6419444444444444
2018-12-27,33.923,4.854,16,1,3,0,29.069000000000003,1.8168125000000002
2019-01-10,33.893,4.852,18,0,3,0,29.041,1.613388888888889
2019-01-10,34.188,4.832,17,0,3,0,29.356,1.7268235294117649
2019-01-10,34.189,4.817,18,0,3,0,29.372,1.6317777777777778
2019-01-10,33.915,4.848,17,0,3,0,29.067,1.7098235294117647
2019-01-13,31.128,4.8580000000000005,15,0,3,1,26.27,1.7513333333333334
2019-01-13,30.932,4.86,15,0,3,1,26.072,1.7381333333333333
2019-01-13,32.518,4.864,16,0,3,1,27.654,1.728375
2019-01-13,31.999000000000002,4.835,16,0,3,1,27.164,1.69775
2019-01-13,32.231,4.849,16,0,3,1,27.382,1.711375
2019-01-14,34.099000000000004,4.827,18,0,3,0,29.272000000000006,1.6262222222222225
2019-01-14,34.06,4.851,18,0,3,0,29.209000000000003,1.6227222222222224
2019-01-14,34.0,4.857,19,0,3,0,29.143,1.533842105263158
2019-01-14,34.048,4.836,18,0,3,0,29.212000000000003,1.622888888888889
2019-01-15,30.878,4.863,15,0,3,1,26.015,1.7343333333333333
2019-01-15,32.332,4.862,16,0,3,1,27.47,1.716875
2019-01-15,32.501,4.888,16,0,3,1,27.613,1.7258125
2019-01-15,30.737,4.875,15,0,3,1,25.862,1.7241333333333333
2019-01-15,30.803,4.843999999999999,15,0,3,1,25.959000000000003,1.7306000000000001
2019-01-17,34.001999999999995,4.8839999999999995,17,0,3,0,29.117999999999995,1.7128235294117644
2019-01-17,34.318000000000005,4.836,16,0,3,0,29.482000000000006,1.8426250000000004
2019-01-17,34.238,4.779,17,0,0,0,29.459,1.7328823529411765
2019-01-17,34.312,4.782,18,0,0,0,29.529999999999998,1.6405555555555553
2019-01-20,34.333,4.863,17,0,0,0,29.47,1.7335294117647058
2019-01-20,34.278,4.774,17,0,0,0,29.503999999999998,1.7355294117647058
2019-01-20,34.119,4.77,17,0,0,0,29.349,1.7264117647058823
2019-01-20,34.176,4.785,17,0,0,0,29.391000000000002,1.7288823529411765
2019-01-21,34.247,4.803999999999999,17,1,0,0,29.443,1.7319411764705883
2019-01-21,34.167,4.814,16,0,0,0,29.353,1.8345625
2019-01-21,34.36,4.829,16,0,0,0,29.531,1.8456875
2019-01-24,33.364000000000004,4.77,17,0,0,0,28.594000000000005,1.6820000000000004
2019-01-24,34.389,4.731,17,0,0,0,29.658,1.7445882352941178
2019-01-28,34.116,4.717,17,0,0,0,29.399,1.7293529411764705
2019-01-28,33.977,4.803,17,0,0,0,29.173999999999996,1.7161176470588233
2019-01-30,27.308000000000003,4.825,15,0,0,12,22.483000000000004,1.498866666666667
2019-01-30,27.336,4.812,15,0,0,12,22.523999999999997,1.5015999999999998
2019-01-30,29.031,4.829,16,0,0,12,24.201999999999998,1.5126249999999999
2019-02-11,33.998000000000005,4.814,18,0,0,0,29.184000000000005,1.6213333333333335
2019-02-11,34.405,4.757,16,0,0,0,29.648000000000003,1.8530000000000002
2019-02-11,34.042,4.739,15,0,0,0,29.303,1.9535333333333333
2019-02-13,34.065,4.777,14,0,0,0,29.287999999999997,2.0919999999999996
2019-02-13,34.937,4.755,16,0,0,0,30.182,1.886375
2019-02-14,30.877,4.8180000000000005,15,0,0,1,26.058999999999997,1.7372666666666665
2019-02-14,30.869,4.819,15,0,0,1,26.05,1.7366666666666668
2019-02-14,30.932,4.82,15,0,0,1,26.112,1.7408
2019-02-18,28.095,4.824,15,0,0,12,23.271,1.5514000000000001
2019-02-18,27.000999999999998,4.831,14,0,0,12,22.169999999999998,1.5835714285714284
2019-02-18,29.159000000000002,4.821000000000001,16,0,0,12,24.338,1.521125
2019-02-19,33.498000000000005,4.845,16,0,0,13,28.653000000000006,1.7908125000000004
2019-02-19,33.889,4.837,16,0,0,13,29.052000000000003,1.8157500000000002
2019-02-19,33.646,4.848,15,0,0,13,28.798000000000002,1.9198666666666668
2019-02-19,33.202,4.865,15,0,0,13,28.336999999999996,1.889133333333333
2019-02-21,34.579,4.697,16,0,0,0,29.882,1.867625
2019-02-21,33.979,4.699,17,0,0,0,29.28,1.7223529411764706
2019-02-25,33.504,4.836,16,0,0,13,28.668,1.79175
2019-02-25,33.684,4.832,17,0,0,13,28.851999999999997,1.697176470588235
2019-02-25,35.001,4.879,17,0,0,13,30.122,1.7718823529411765
2019-02-27,32.266,4.861000000000001,17,0,0,13,27.404999999999998,1.6120588235294115
2019-02-27,34.1,4.859,17,0,0,13,29.241,1.7200588235294116
2019-02-28,33.352,4.874,16,0,0,13,28.477999999999998,1.7798749999999999
2019-02-28,33.288000000000004,4.846,16,0,0,13,28.442000000000004,1.7776250000000002
2019-02-28,33.44,4.821000000000001,15,0,0,13,28.618999999999996,1.907933333333333
2019-03-03,33.297,4.855,15,0,0,13,28.441999999999997,1.896133333333333
2019-03-03,33.31,4.873,15,0,0,13,28.437,1.8958000000000002
2019-03-03,34.033,4.694,17,0,0,0,29.339000000000002,1.7258235294117648
2019-03-03,34.11,4.731,16,1,0,0,29.378999999999998,1.8361874999999999
2019-03-04,34.468,4.707,15,0,4,0,29.761000000000003,1.9840666666666669
2019-03-04,33.699,4.742,16,0,4,0,28.956999999999997,1.8098124999999998
2019-03-06,34.107,4.747,15,0,0,0,29.36,1.9573333333333334
2019-03-06,33.999,4.753,16,0,0,0,29.246000000000002,1.8278750000000001
2019-03-06,34.134,4.752,15,0,0,0,29.382,1.9588
2019-03-06,34.001,4.736000000000001,14,0,0,0,29.264999999999997,2.0903571428571426
2019-03-07,34.114000000000004,4.777,14,0,0,0,29.337000000000003,2.0955000000000004
2019-03-07,34.6,4.762,15,0,0,0,29.838,1.9892
2019-03-07,34.044000000000004,4.743,15,0,0,0,29.301000000000002,1.9534
2019-03-07,33.952,4.7565,16,0,0,0,29.1955,1.82471875
2019-03-10,33.998000000000005,4.735,15,0,0,0,29.263000000000005,1.950866666666667
2019-03-10,34.084,4.756,14,0,0,0,29.328000000000003,2.094857142857143
2019-03-10,34.242,4.708,15,0,0,0,29.534,1.9689333333333332
2019-03-10,34.304,4.757,15,0,0,0,29.547000000000004,1.9698000000000002
2019-03-18,34.001999999999995,4.706,17,0,0,0,29.295999999999996,1.7232941176470586
2019-03-18,34.08,4.718999999999999,16,0,0,0,29.360999999999997,1.8350624999999998
2019-03-18,34.181,4.74,15,0,0,0,29.440999999999995,1.962733333333333
2019-03-18,33.681999999999995,4.671,16,0,0,0,29.010999999999996,1.8131874999999997
2019-03-24,34.001,4.72,15,0,0,0,29.281,1.9520666666666666
2019-03-24,34.816,4.748,17,0,0,0,30.068,1.7687058823529413
2019-03-24,33.861999999999995,4.754,16,0,0,0,29.107999999999997,1.8192499999999998
2019-03-24,34.001,4.723,16,0,0,0,29.278,1.829875
2019-03-26,34.04,4.732,16,0,0,0,29.308,1.83175
2019-03-26,34.223,4.707,15,0,0,0,29.516,1.9677333333333331
2019-03-26,35.153,4.76,15,0,0,0,30.393,2.0262000000000002
2019-03-26,34.214,4.742,16,0,0,0,29.471999999999998,1.8419999999999999
2019-03-27,27.829,4.859,15,0,0,12,22.97,1.5313333333333332
2019-03-27,27.665,4.854,15,0,0,12,22.811,1.5207333333333333
2019-04-01,27.807,4.8919999999999995,15,0,0,12,22.915,1.5276666666666665
2019-04-01,27.933000000000003,4.8260000000000005,16,0,0,12,23.107000000000003,1.4441875000000002
2019-04-04,28.002,4.869,15,0,0,12,23.133,1.5422
2019-04-04,27.763,4.857,15,0,0,12,22.906000000000002,1.5270666666666668
2019-04-04,28.043000000000003,4.872,15,0,0,12,23.171000000000003,1.5447333333333335
2019-04-04,27.914,4.848,15,0,0,12,23.066000000000003,1.5377333333333334
2019-04-08,27.804000000000002,4.875,15,0,0,12,22.929000000000002,1.5286000000000002
2019-04-08,27.835,4.855,15,0,0,12,22.98,1.532
2019-04-08,28.406999999999996,4.815,16,1,0,12,23.591999999999995,1.4744999999999997
2019-04-08,27.776999999999997,4.835,16,0,0,12,22.941999999999997,1.4338749999999998
2019-04-17,27.899,4.831,15,0,0,12,23.068,1.5378666666666667
2019-04-17,27.723000000000003,4.864,16,0,0,12,22.859,1.4286875
2019-04-17,27.526999999999997,4.845,15,0,0,12,22.682,1.5121333333333333
2019-04-17,29.232,4.829,16,0,0,12,24.403,1.5251875
2019-04-18,28.683000000000003,4.86,16,0,0,12,23.823000000000004,1.4889375000000002
2019-04-18,28.116999999999997,4.842,15,0,0,12,23.275,1.5516666666666665
2019-04-18,27.769000000000002,4.851,15,0,0,12,22.918000000000003,1.527866666666667
2019-04-18,28.079,4.867,15,0,0,12,23.212,1.5474666666666665
2019-04-22,34.088,4.707,16,0,0,0,29.381,1.8363125
2019-04-22,34.251,4.705,16,0,0,0,29.546,1.846625
2019-04-23,34.248000000000005,4.8069999999999995,18,0,0,0,29.441000000000006,1.6356111111111113
2019-04-23,34.264,4.824,18,0,0,0,29.440000000000005,1.6355555555555559
2019-04-25,34.113,4.691,17,0,0,0,29.422,1.7307058823529413
2019-04-25,34.561,4.7,16,0,0,0,29.861,1.8663125
2019-04-25,33.995,4.698,17,0,0,0,29.296999999999997,1.7233529411764703
2019-05-14,29.551,4.735,17,0,0,14,24.816,1.4597647058823529
2019-05-14,30.891,4.791,18,0,0,14,26.099999999999998,1.45
2019-05-14,30.528000000000002,4.79,18,0,0,14,25.738000000000003,1.429888888888889
2019-05-14,29.358,4.765,17,0,0,14,24.593,1.4466470588235294
2019-05-15,34.591,4.762,18,0,0,0,29.829,1.6571666666666667
2019-05-15,34.233000000000004,4.803999999999999,17,0,0,0,29.429000000000006,1.7311176470588239
2019-05-19,34.052,4.785,17,0,0,0,29.267,1.7215882352941176
2019-05-19,34.157,4.797,16,0,0,0,29.359999999999996,1.8349999999999997
2019-05-29,34.305,4.775,16,0,0,0,29.53,1.845625
2019-05-29,34.344,4.775,17,0,0,0,29.569000000000003,1.7393529411764708
2019-06-10,34.614000000000004,4.745,17,0,0,0,29.869000000000003,1.7570000000000001
2019-06-10,34.305,4.776,16,0,0,0,29.529,1.8455625
2019-06-13,34.18,4.77,16,0,0,0,29.41,1.838125
2019-06-13,35.141999999999996,4.834,17,0,0,0,30.307999999999996,1.7828235294117645
2019-06-14,34.138000000000005,4.798,15,0,0,0,29.340000000000003,1.9560000000000002
2019-06-14,34.14,4.794,16,0,0,0,29.346,1.834125
2019-06-17,34.375,4.822,15,0,0,0,29.553,1.9702
2019-06-17,34.201,4.785,15,0,0,0,29.416,1.9610666666666667
2019-06-18,33.995,4.7860000000000005,16,0,0,0,29.208999999999996,1.8255624999999998
2019-06-18,34.275,4.78,16,0,0,0,29.494999999999997,1.8434374999999998
2019-06-20,34.271,4.802,16,0,0,0,29.469,1.8418125
2019-06-20,34.211999999999996,4.791,15,0,0,0,29.420999999999996,1.9613999999999998
2019-06-24,34.001,4.815,16,1,0,0,29.185999999999996,1.8241249999999998
2019-06-24,35.816,4.815,17,0,0,0,31.001,1.8235882352941177
2019-07-02,34.354,4.8260000000000005,16,0,0,0,29.528,1.8455
2019-07-02,34.257,4.823,17,0,0,0,29.433999999999997,1.7314117647058822
2019-07-03,34.152,4.8,16,0,0,0,29.352,1.8345
2019-07-03,34.427,4.803,17,0,0,0,29.624,1.7425882352941175
2019-07-10,34.406,4.806,16,0,0,0,29.599999999999998,1.8499999999999999
2019-07-10,34.228,4.783,17,0,0,0,29.445,1.7320588235294119
2019-07-11,34.201,4.816,16,0,0,0,29.385,1.8365625
2019-07-11,35.369,4.8260000000000005,16,0,0,0,30.543,1.9089375
2019-08-01,34.131,4.8260000000000005,17,0,0,0,29.305,1.7238235294117648
2019-08-01,34.179,4.797,17,0,0,0,29.382,1.7283529411764706
2019-08-05,33.531,4.794,16,0,0,0,28.737,1.7960625
2019-08-05,33.167,4.691,16,1,0,0,28.476000000000003,1.7797500000000002
2019-08-07,33.405,4.781000000000001,16,0,0,0,28.624000000000002,1.7890000000000001
2019-08-07,33.177,4.792,16,0,0,0,28.384999999999998,1.7740624999999999
2019-08-07,32.974000000000004,4.752,15,0,0,0,28.222000000000005,1.881466666666667
2019-08-08,34.247,4.769,17,0,0,0,29.478,1.734
2019-08-08,34.001999999999995,4.711,17,1,0,0,29.290999999999997,1.7229999999999999
2019-08-08,34.437,4.739,18,0,0,0,29.697999999999997,1.6498888888888887
2019-08-08,34.343,4.739,17,0,0,0,29.604000000000003,1.7414117647058824
